,ngram,age,words,lookup_index,child,length
23476,BCDE,2.0,"('rug', 'this', 'is', 'a')",13923,Naima (Providence),4
23477,CDEA,2.0,"('this', 'is', 'a', 'new')",13923,Naima (Providence),4
23478,DEAB,2.0,"('is', 'a', 'new', 'rug')",13923,Naima (Providence),4
23479,AB,2.0,"('read', 'those')",13924,Naima (Providence),2
23480,BA,2.0,"('those', 'read')",13924,Naima (Providence),2
23481,AB,2.0,"('read', 'those')",13924,Naima (Providence),2
23482,BC,2.0,"('those', 'today')",13924,Naima (Providence),2
23483,CA,2.0,"('today', 'read')",13924,Naima (Providence),2
23484,AB,2.0,"('read', 'those')",13924,Naima (Providence),2
23485,BC,2.0,"('those', 'today')",13924,Naima (Providence),2
23486,ABA,2.0,"('read', 'those', 'read')",13924,Naima (Providence),3
23487,BAB,2.0,"('those', 'read', 'those')",13924,Naima (Providence),3
23488,ABC,2.0,"('read', 'those', 'today')",13924,Naima (Providence),3
23489,BCA,2.0,"('those', 'today', 'read')",13924,Naima (Providence),3
23490,CAB,2.0,"('today', 'read', 'those')",13924,Naima (Providence),3
23491,ABC,2.0,"('read', 'those', 'today')",13924,Naima (Providence),3
23492,ABAB,2.0,"('read', 'those', 'read', 'those')",13924,Naima (Providence),4
23493,BABC,2.0,"('those', 'read', 'those', 'today')",13924,Naima (Providence),4
23494,ABCA,2.0,"('read', 'those', 'today', 'read')",13924,Naima (Providence),4
23495,BCAB,2.0,"('those', 'today', 'read', 'those')",13924,Naima (Providence),4
23496,CABC,2.0,"('today', 'read', 'those', 'today')",13924,Naima (Providence),4
23497,AB,2.0,"('where', 'did')",13925,Naima (Providence),2
23498,BC,2.0,"('did', 'they')",13925,Naima (Providence),2
23499,CD,2.0,"('they', 'go')",13925,Naima (Providence),2
23500,DA,2.0,"('go', 'where')",13925,Naima (Providence),2
23501,AB,2.0,"('where', 'did')",13925,Naima (Providence),2
23502,BC,2.0,"('did', 'they')",13925,Naima (Providence),2
23503,CD,2.0,"('they', 'go')",13925,Naima (Providence),2
23504,ABC,2.0,"('where', 'did', 'they')",13925,Naima (Providence),3
23505,BCD,2.0,"('did', 'they', 'go')",13925,Naima (Providence),3
23506,CDA,2.0,"('they', 'go', 'where')",13925,Naima (Providence),3
23507,DAB,2.0,"('go', 'where', 'did')",13925,Naima (Providence),3
23508,ABC,2.0,"('where', 'did', 'they')",13925,Naima (Providence),3
23509,BCD,2.0,"('did', 'they', 'go')",13925,Naima (Providence),3
23510,ABCD,2.0,"('where', 'did', 'they', 'go')",13925,Naima (Providence),4
23511,BCDA,2.0,"('did', 'they', 'go', 'where')",13925,Naima (Providence),4
23512,CDAB,2.0,"('they', 'go', 'where', 'did')",13925,Naima (Providence),4
23513,DABC,2.0,"('go', 'where', 'did', 'they')",13925,Naima (Providence),4
23514,ABCD,2.0,"('where', 'did', 'they', 'go')",13925,Naima (Providence),4
23515,AB,2.0,"('where', 'did')",13926,Naima (Providence),2
23516,BC,2.0,"('did', 'the')",13926,Naima (Providence),2
23517,CA,2.0,"('the', 'where')",13926,Naima (Providence),2
23518,AB,2.0,"('where', 'did')",13926,Naima (Providence),2
23519,BC,2.0,"('did', 'the')",13926,Naima (Providence),2
23520,CD,2.0,"('the', 'whale')",13926,Naima (Providence),2
23521,DE,2.0,"('whale', 'go')",13926,Naima (Providence),2
23522,ABC,2.0,"('where', 'did', 'the')",13926,Naima (Providence),3
23523,BCA,2.0,"('did', 'the', 'where')",13926,Naima (Providence),3
23524,CAB,2.0,"('the', 'where', 'did')",13926,Naima (Providence),3
23525,ABC,2.0,"('where', 'did', 'the')",13926,Naima (Providence),3
23526,BCD,2.0,"('did', 'the', 'whale')",13926,Naima (Providence),3
23527,CDE,2.0,"('the', 'whale', 'go')",13926,Naima (Providence),3
23528,ABCA,2.0,"('where', 'did', 'the', 'where')",13926,Naima (Providence),4
23529,BCAB,2.0,"('did', 'the', 'where', 'did')",13926,Naima (Providence),4
23530,CABC,2.0,"('the', 'where', 'did', 'the')",13926,Naima (Providence),4
23531,ABCD,2.0,"('where', 'did', 'the', 'whale')",13926,Naima (Providence),4
23532,BCDE,2.0,"('did', 'the', 'whale', 'go')",13926,Naima (Providence),4
23533,AB,2.0,"('lives', 'at')",13927,Naima (Providence),2
23534,BC,2.0,"('at', 'the')",13927,Naima (Providence),2
23535,CD,2.0,"('the', 'old')",13927,Naima (Providence),2
23536,DE,2.0,"('old', 'house')",13927,Naima (Providence),2
23537,EF,2.0,"('house', 'someone')",13927,Naima (Providence),2
23538,FA,2.0,"('someone', 'lives')",13927,Naima (Providence),2
23539,AB,2.0,"('lives', 'at')",13927,Naima (Providence),2
23540,BC,2.0,"('at', 'the')",13927,Naima (Providence),2
23541,ABC,2.0,"('lives', 'at', 'the')",13927,Naima (Providence),3
23542,BCD,2.0,"('at', 'the', 'old')",13927,Naima (Providence),3
23543,CDE,2.0,"('the', 'old', 'house')",13927,Naima (Providence),3
23544,DEF,2.0,"('old', 'house', 'someone')",13927,Naima (Providence),3
23545,EFA,2.0,"('house', 'someone', 'lives')",13927,Naima (Providence),3
23546,FAB,2.0,"('someone', 'lives', 'at')",13927,Naima (Providence),3
23547,ABC,2.0,"('lives', 'at', 'the')",13927,Naima (Providence),3
23548,ABCD,2.0,"('lives', 'at', 'the', 'old')",13927,Naima (Providence),4
23549,BCDE,2.0,"('at', 'the', 'old', 'house')",13927,Naima (Providence),4
23550,CDEF,2.0,"('the', 'old', 'house', 'someone')",13927,Naima (Providence),4
23551,DEFA,2.0,"('old', 'house', 'someone', 'lives')",13927,Naima (Providence),4
23552,EFAB,2.0,"('house', 'someone', 'lives', 'at')",13927,Naima (Providence),4
23553,FABC,2.0,"('someone', 'lives', 'at', 'the')",13927,Naima (Providence),4
23554,AA,2.0,"('Mommy', 'Mommy')",13928,Naima (Providence),2
23555,AA,2.0,"('Mommy', 'Mommy')",13928,Naima (Providence),2
23556,AA,2.0,"('Mommy', 'Mommy')",13928,Naima (Providence),2
23557,AA,2.0,"('Mommy', 'Mommy')",13928,Naima (Providence),2
23558,AA,2.0,"('Mommy', 'Mommy')",13928,Naima (Providence),2
23559,AA,2.0,"('Mommy', 'Mommy')",13928,Naima (Providence),2
23560,AA,2.0,"('Mommy', 'Mommy')",13928,Naima (Providence),2
23561,AA,2.0,"('Mommy', 'Mommy')",13928,Naima (Providence),2
23562,AAA,2.0,"('Mommy', 'Mommy', 'Mommy')",13928,Naima (Providence),3
23563,AAA,2.0,"('Mommy', 'Mommy', 'Mommy')",13928,Naima (Providence),3
23564,AAA,2.0,"('Mommy', 'Mommy', 'Mommy')",13928,Naima (Providence),3
23565,AAA,2.0,"('Mommy', 'Mommy', 'Mommy')",13928,Naima (Providence),3
23566,AAA,2.0,"('Mommy', 'Mommy', 'Mommy')",13928,Naima (Providence),3
23567,AAA,2.0,"('Mommy', 'Mommy', 'Mommy')",13928,Naima (Providence),3
23568,AAA,2.0,"('Mommy', 'Mommy', 'Mommy')",13928,Naima (Providence),3
23569,AAAA,2.0,"('Mommy', 'Mommy', 'Mommy', 'Mommy')",13928,Naima (Providence),4
23570,AAAA,2.0,"('Mommy', 'Mommy', 'Mommy', 'Mommy')",13928,Naima (Providence),4
23571,AAAA,2.0,"('Mommy', 'Mommy', 'Mommy', 'Mommy')",13928,Naima (Providence),4
23572,AAAA,2.0,"('Mommy', 'Mommy', 'Mommy', 'Mommy')",13928,Naima (Providence),4
23573,AAAA,2.0,"('Mommy', 'Mommy', 'Mommy', 'Mommy')",13928,Naima (Providence),4
23574,AAAA,2.0,"('Mommy', 'Mommy', 'Mommy', 'Mommy')",13928,Naima (Providence),4
23575,AB,2.0,"('draw', 'Ashay')",13929,Naima (Providence),2
23576,BB,2.0,"('Ashay', 'Ashay')",13929,Naima (Providence),2
23577,BC,2.0,"('Ashay', 'go')",13929,Naima (Providence),2
23578,CC,2.0,"('go', 'go')",13929,Naima (Providence),2
23579,CD,2.0,"('go', 'on')",13929,Naima (Providence),2
23580,DA,2.0,"('on', 'draw')",13929,Naima (Providence),2
23581,AB,2.0,"('draw', 'Ashay')",13929,Naima (Providence),2
23582,BB,2.0,"('Ashay', 'Ashay')",13929,Naima (Providence),2
23583,ABB,2.0,"('draw', 'Ashay', 'Ashay')",13929,Naima (Providence),3
23584,BBC,2.0,"('Ashay', 'Ashay', 'go')",13929,Naima (Providence),3
23585,BCC,2.0,"('Ashay', 'go', 'go')",13929,Naima (Providence),3
23586,CCD,2.0,"('go', 'go', 'on')",13929,Naima (Providence),3
23587,CDA,2.0,"('go', 'on', 'draw')",13929,Naima (Providence),3
23588,DAB,2.0,"('on', 'draw', 'Ashay')",13929,Naima (Providence),3
23589,ABB,2.0,"('draw', 'Ashay', 'Ashay')",13929,Naima (Providence),3
23590,ABBC,2.0,"('draw', 'Ashay', 'Ashay', 'go')",13929,Naima (Providence),4
23591,BBCC,2.0,"('Ashay', 'Ashay', 'go', 'go')",13929,Naima (Providence),4
23592,BCCD,2.0,"('Ashay', 'go', 'go', 'on')",13929,Naima (Providence),4
23593,CCDA,2.0,"('go', 'go', 'on', 'draw')",13929,Naima (Providence),4
23594,CDAB,2.0,"('go', 'on', 'draw', 'Ashay')",13929,Naima (Providence),4
23595,DABB,2.0,"('on', 'draw', 'Ashay', 'Ashay')",13929,Naima (Providence),4
23596,AB,2.0,"('in', 'the')",13930,Naima (Providence),2
23597,BA,2.0,"('the', 'in')",13930,Naima (Providence),2
23598,AB,2.0,"('in', 'the')",13930,Naima (Providence),2
23599,BC,2.0,"('the', 'hat')",13930,Naima (Providence),2
23600,CA,2.0,"('hat', 'in')",13930,Naima (Providence),2
23601,AB,2.0,"('in', 'the')",13930,Naima (Providence),2
23602,BC,2.0,"('the', 'hat')",13930,Naima (Providence),2
23603,CD,2.0,"('hat', 'somewhere')",13930,Naima (Providence),2
23604,ABA,2.0,"('in', 'the', 'in')",13930,Naima (Providence),3
23605,BAB,2.0,"('the', 'in', 'the')",13930,Naima (Providence),3
23606,ABC,2.0,"('in', 'the', 'hat')",13930,Naima (Providence),3
23607,BCA,2.0,"('the', 'hat', 'in')",13930,Naima (Providence),3
23608,CAB,2.0,"('hat', 'in', 'the')",13930,Naima (Providence),3
23609,ABC,2.0,"('in', 'the', 'hat')",13930,Naima (Providence),3
23610,BCD,2.0,"('the', 'hat', 'somewhere')",13930,Naima (Providence),3
23611,ABAB,2.0,"('in', 'the', 'in', 'the')",13930,Naima (Providence),4
23612,BABC,2.0,"('the', 'in', 'the', 'hat')",13930,Naima (Providence),4
23613,ABCA,2.0,"('in', 'the', 'hat', 'in')",13930,Naima (Providence),4
23614,BCAB,2.0,"('the', 'hat', 'in', 'the')",13930,Naima (Providence),4
23615,CABC,2.0,"('hat', 'in', 'the', 'hat')",13930,Naima (Providence),4
23616,ABCD,2.0,"('in', 'the', 'hat', 'somewhere')",13930,Naima (Providence),4
23617,AB,2.0,"('where', 'did')",13931,Naima (Providence),2
23618,BC,2.0,"('did', 'the')",13931,Naima (Providence),2
23619,CD,2.0,"('the', 'fish')",13931,Naima (Providence),2
23620,DE,2.0,"('fish', 'go')",13931,Naima (Providence),2
23621,EF,2.0,"('go', ""what's"")",13931,Naima (Providence),2
23622,FC,2.0,"(""what's"", 'the')",13931,Naima (Providence),2
23623,CD,2.0,"('the', 'fish')",13931,Naima (Providence),2
23624,DG,2.0,"('fish', 'doing')",13931,Naima (Providence),2
23625,ABC,2.0,"('where', 'did', 'the')",13931,Naima (Providence),3
23626,BCD,2.0,"('did', 'the', 'fish')",13931,Naima (Providence),3
23627,CDE,2.0,"('the', 'fish', 'go')",13931,Naima (Providence),3
23628,DEF,2.0,"('fish', 'go', ""what's"")",13931,Naima (Providence),3
23629,EFC,2.0,"('go', ""what's"", 'the')",13931,Naima (Providence),3
23630,FCD,2.0,"(""what's"", 'the', 'fish')",13931,Naima (Providence),3
23631,CDG,2.0,"('the', 'fish', 'doing')",13931,Naima (Providence),3
23632,ABCD,2.0,"('where', 'did', 'the', 'fish')",13931,Naima (Providence),4
23633,BCDE,2.0,"('did', 'the', 'fish', 'go')",13931,Naima (Providence),4
23634,CDEF,2.0,"('the', 'fish', 'go', ""what's"")",13931,Naima (Providence),4
23635,DEFC,2.0,"('fish', 'go', ""what's"", 'the')",13931,Naima (Providence),4
23636,EFCD,2.0,"('go', ""what's"", 'the', 'fish')",13931,Naima (Providence),4
23637,FCDG,2.0,"(""what's"", 'the', 'fish', 'doing')",13931,Naima (Providence),4
23638,AB,2.0,"('where', 'did')",13932,Naima (Providence),2
23639,BC,2.0,"('did', 'Asha')",13932,Naima (Providence),2
23640,CD,2.0,"('Asha', 'Basha')",13932,Naima (Providence),2
23641,DE,2.0,"('Basha', 'go')",13932,Naima (Providence),2
23642,EA,2.0,"('go', 'where')",13932,Naima (Providence),2
23643,AB,2.0,"('where', 'did')",13932,Naima (Providence),2
23644,BC,2.0,"('did', 'Asha')",13932,Naima (Providence),2
23645,CD,2.0,"('Asha', 'Basha')",13932,Naima (Providence),2
23646,DC,2.0,"('Basha', 'Asha')",13932,Naima (Providence),2
23647,CD,2.0,"('Asha', 'Basha')",13932,Naima (Providence),2
23648,DE,2.0,"('Basha', 'go')",13932,Naima (Providence),2
23649,ABC,2.0,"('where', 'did', 'Asha')",13932,Naima (Providence),3
23650,BCD,2.0,"('did', 'Asha', 'Basha')",13932,Naima (Providence),3
23651,CDE,2.0,"('Asha', 'Basha', 'go')",13932,Naima (Providence),3
23652,DEA,2.0,"('Basha', 'go', 'where')",13932,Naima (Providence),3
23653,EAB,2.0,"('go', 'where', 'did')",13932,Naima (Providence),3
23654,ABC,2.0,"('where', 'did', 'Asha')",13932,Naima (Providence),3
23655,BCD,2.0,"('did', 'Asha', 'Basha')",13932,Naima (Providence),3
23656,CDC,2.0,"('Asha', 'Basha', 'Asha')",13932,Naima (Providence),3
23657,DCD,2.0,"('Basha', 'Asha', 'Basha')",13932,Naima (Providence),3
23658,CDE,2.0,"('Asha', 'Basha', 'go')",13932,Naima (Providence),3
23659,ABCD,2.0,"('where', 'did', 'Asha', 'Basha')",13932,Naima (Providence),4
23660,BCDE,2.0,"('did', 'Asha', 'Basha', 'go')",13932,Naima (Providence),4
23661,CDEA,2.0,"('Asha', 'Basha', 'go', 'where')",13932,Naima (Providence),4
23662,DEAB,2.0,"('Basha', 'go', 'where', 'did')",13932,Naima (Providence),4
23663,EABC,2.0,"('go', 'where', 'did', 'Asha')",13932,Naima (Providence),4
23664,ABCD,2.0,"('where', 'did', 'Asha', 'Basha')",13932,Naima (Providence),4
23665,BCDC,2.0,"('did', 'Asha', 'Basha', 'Asha')",13932,Naima (Providence),4
23666,CDCD,2.0,"('Asha', 'Basha', 'Asha', 'Basha')",13932,Naima (Providence),4
23667,DCDE,2.0,"('Basha', 'Asha', 'Basha', 'go')",13932,Naima (Providence),4
23668,AB,2.0,"('there', 'she')",13933,Naima (Providence),2
23669,BC,2.0,"('she', 'is')",13933,Naima (Providence),2
23670,CA,2.0,"('is', 'there')",13933,Naima (Providence),2
23671,AB,2.0,"('there', 'she')",13933,Naima (Providence),2
23672,BC,2.0,"('she', 'is')",13933,Naima (Providence),2
23673,CA,2.0,"('is', 'there')",13933,Naima (Providence),2
23674,AB,2.0,"('there', 'she')",13933,Naima (Providence),2
23675,BC,2.0,"('she', 'is')",13933,Naima (Providence),2
23676,CA,2.0,"('is', 'there')",13933,Naima (Providence),2
23677,AB,2.0,"('there', 'she')",13933,Naima (Providence),2
23678,BC,2.0,"('she', 'is')",13933,Naima (Providence),2
23679,ABC,2.0,"('there', 'she', 'is')",13933,Naima (Providence),3
23680,BCA,2.0,"('she', 'is', 'there')",13933,Naima (Providence),3
23681,CAB,2.0,"('is', 'there', 'she')",13933,Naima (Providence),3
23682,ABC,2.0,"('there', 'she', 'is')",13933,Naima (Providence),3
23683,BCA,2.0,"('she', 'is', 'there')",13933,Naima (Providence),3
23684,CAB,2.0,"('is', 'there', 'she')",13933,Naima (Providence),3
23685,ABC,2.0,"('there', 'she', 'is')",13933,Naima (Providence),3
23686,BCA,2.0,"('she', 'is', 'there')",13933,Naima (Providence),3
23687,CAB,2.0,"('is', 'there', 'she')",13933,Naima (Providence),3
23688,ABC,2.0,"('there', 'she', 'is')",13933,Naima (Providence),3
23689,ABCA,2.0,"('there', 'she', 'is', 'there')",13933,Naima (Providence),4
23690,BCAB,2.0,"('she', 'is', 'there', 'she')",13933,Naima (Providence),4
23691,CABC,2.0,"('is', 'there', 'she', 'is')",13933,Naima (Providence),4
23692,ABCA,2.0,"('there', 'she', 'is', 'there')",13933,Naima (Providence),4
23693,BCAB,2.0,"('she', 'is', 'there', 'she')",13933,Naima (Providence),4
23694,CABC,2.0,"('is', 'there', 'she', 'is')",13933,Naima (Providence),4
23695,ABCA,2.0,"('there', 'she', 'is', 'there')",13933,Naima (Providence),4
23696,BCAB,2.0,"('she', 'is', 'there', 'she')",13933,Naima (Providence),4
23697,CABC,2.0,"('is', 'there', 'she', 'is')",13933,Naima (Providence),4
23698,AB,2.0,"('where', 'did')",13934,Naima (Providence),2
23699,BC,2.0,"('did', 'Sally')",13934,Naima (Providence),2
23700,CD,2.0,"('Sally', 'Lally')",13934,Naima (Providence),2
23701,DE,2.0,"('Lally', 'go')",13934,Naima (Providence),2
23702,EA,2.0,"('go', 'where')",13934,Naima (Providence),2
23703,AB,2.0,"('where', 'did')",13934,Naima (Providence),2
23704,BC,2.0,"('did', 'Sally')",13934,Naima (Providence),2
23705,CD,2.0,"('Sally', 'Lally')",13934,Naima (Providence),2
23706,DE,2.0,"('Lally', 'go')",13934,Naima (Providence),2
23707,EA,2.0,"('go', 'where')",13934,Naima (Providence),2
23708,AB,2.0,"('where', 'did')",13934,Naima (Providence),2
23709,BC,2.0,"('did', 'Sally')",13934,Naima (Providence),2
23710,CE,2.0,"('Sally', 'go')",13934,Naima (Providence),2
23711,ABC,2.0,"('where', 'did', 'Sally')",13934,Naima (Providence),3
23712,BCD,2.0,"('did', 'Sally', 'Lally')",13934,Naima (Providence),3
23713,CDE,2.0,"('Sally', 'Lally', 'go')",13934,Naima (Providence),3
23714,DEA,2.0,"('Lally', 'go', 'where')",13934,Naima (Providence),3
23715,EAB,2.0,"('go', 'where', 'did')",13934,Naima (Providence),3
23716,ABC,2.0,"('where', 'did', 'Sally')",13934,Naima (Providence),3
23717,BCD,2.0,"('did', 'Sally', 'Lally')",13934,Naima (Providence),3
23718,CDE,2.0,"('Sally', 'Lally', 'go')",13934,Naima (Providence),3
23719,DEA,2.0,"('Lally', 'go', 'where')",13934,Naima (Providence),3
23720,EAB,2.0,"('go', 'where', 'did')",13934,Naima (Providence),3
23721,ABC,2.0,"('where', 'did', 'Sally')",13934,Naima (Providence),3
23722,BCE,2.0,"('did', 'Sally', 'go')",13934,Naima (Providence),3
23723,ABCD,2.0,"('where', 'did', 'Sally', 'Lally')",13934,Naima (Providence),4
23724,BCDE,2.0,"('did', 'Sally', 'Lally', 'go')",13934,Naima (Providence),4
23725,CDEA,2.0,"('Sally', 'Lally', 'go', 'where')",13934,Naima (Providence),4
23726,DEAB,2.0,"('Lally', 'go', 'where', 'did')",13934,Naima (Providence),4
23727,EABC,2.0,"('go', 'where', 'did', 'Sally')",13934,Naima (Providence),4
23728,ABCD,2.0,"('where', 'did', 'Sally', 'Lally')",13934,Naima (Providence),4
23729,BCDE,2.0,"('did', 'Sally', 'Lally', 'go')",13934,Naima (Providence),4
23730,CDEA,2.0,"('Sally', 'Lally', 'go', 'where')",13934,Naima (Providence),4
23731,DEAB,2.0,"('Lally', 'go', 'where', 'did')",13934,Naima (Providence),4
23732,EABC,2.0,"('go', 'where', 'did', 'Sally')",13934,Naima (Providence),4
23733,ABCE,2.0,"('where', 'did', 'Sally', 'go')",13934,Naima (Providence),4
23734,AA,2.0,"('la', 'la')",13935,Naima (Providence),2
23735,AA,2.0,"('la', 'la')",13935,Naima (Providence),2
23736,AA,2.0,"('la', 'la')",13935,Naima (Providence),2
23737,AA,2.0,"('la', 'la')",13935,Naima (Providence),2
23738,AA,2.0,"('la', 'la')",13935,Naima (Providence),2
23739,AA,2.0,"('la', 'la')",13935,Naima (Providence),2
23740,AA,2.0,"('la', 'la')",13935,Naima (Providence),2
23741,AA,2.0,"('la', 'la')",13935,Naima (Providence),2
23742,AA,2.0,"('la', 'la')",13935,Naima (Providence),2
23743,AA,2.0,"('la', 'la')",13935,Naima (Providence),2
23744,AA,2.0,"('la', 'la')",13935,Naima (Providence),2
23745,AA,2.0,"('la', 'la')",13935,Naima (Providence),2
23746,AA,2.0,"('la', 'la')",13935,Naima (Providence),2
23747,AAA,2.0,"('la', 'la', 'la')",13935,Naima (Providence),3
23748,AAA,2.0,"('la', 'la', 'la')",13935,Naima (Providence),3
23749,AAA,2.0,"('la', 'la', 'la')",13935,Naima (Providence),3
23750,AAA,2.0,"('la', 'la', 'la')",13935,Naima (Providence),3
23751,AAA,2.0,"('la', 'la', 'la')",13935,Naima (Providence),3
23752,AAA,2.0,"('la', 'la', 'la')",13935,Naima (Providence),3
23753,AAA,2.0,"('la', 'la', 'la')",13935,Naima (Providence),3
23754,AAA,2.0,"('la', 'la', 'la')",13935,Naima (Providence),3
23755,AAA,2.0,"('la', 'la', 'la')",13935,Naima (Providence),3
23756,AAA,2.0,"('la', 'la', 'la')",13935,Naima (Providence),3
23757,AAA,2.0,"('la', 'la', 'la')",13935,Naima (Providence),3
23758,AAA,2.0,"('la', 'la', 'la')",13935,Naima (Providence),3
23759,AAAA,2.0,"('la', 'la', 'la', 'la')",13935,Naima (Providence),4
23760,AAAA,2.0,"('la', 'la', 'la', 'la')",13935,Naima (Providence),4
23761,AAAA,2.0,"('la', 'la', 'la', 'la')",13935,Naima (Providence),4
23762,AAAA,2.0,"('la', 'la', 'la', 'la')",13935,Naima (Providence),4
23763,AAAA,2.0,"('la', 'la', 'la', 'la')",13935,Naima (Providence),4
23764,AAAA,2.0,"('la', 'la', 'la', 'la')",13935,Naima (Providence),4
23765,AAAA,2.0,"('la', 'la', 'la', 'la')",13935,Naima (Providence),4
23766,AAAA,2.0,"('la', 'la', 'la', 'la')",13935,Naima (Providence),4
23767,AAAA,2.0,"('la', 'la', 'la', 'la')",13935,Naima (Providence),4
23768,AAAA,2.0,"('la', 'la', 'la', 'la')",13935,Naima (Providence),4
23769,AAAA,2.0,"('la', 'la', 'la', 'la')",13935,Naima (Providence),4
23770,AB,1.4,"('um', 'uh')",13941,Violet (Providence),2
23771,AB,1.4,"('dada', 'nana')",13942,Violet (Providence),2
23772,AB,1.8,"(""daddy's"", 'guitar')",13996,Violet (Providence),2
23773,AB,1.9,"('I', 'do')",14063,Violet (Providence),2
23774,AA,1.9,"('bag', 'bag')",14064,Violet (Providence),2
23775,AB,1.9,"('too', 'big')",14065,Violet (Providence),2
23776,AB,1.9,"('too', 'big')",14066,Violet (Providence),2
23777,AB,1.9,"('too', 'big')",14067,Violet (Providence),2
23778,AB,1.9,"('too', 'small')",14068,Violet (Providence),2
23779,AB,1.9,"('too', 'small')",14069,Violet (Providence),2
23780,AB,1.9,"('too', 'big')",14070,Violet (Providence),2
23781,AB,1.9,"('too', 'big')",14071,Violet (Providence),2
23782,AB,1.9,"('too', 'small')",14072,Violet (Providence),2
23783,AB,1.9,"('too', 'small')",14073,Violet (Providence),2
23784,AB,1.9,"('too', 'small')",14074,Violet (Providence),2
23785,AB,1.9,"('too', 'big')",14075,Violet (Providence),2
23786,AB,1.9,"('too', 'big')",14076,Violet (Providence),2
23787,AB,1.9,"('too', 'big')",14077,Violet (Providence),2
23788,AB,1.9,"('too', 'big')",14078,Violet (Providence),2
23789,AB,1.9,"('too', 'big')",14079,Violet (Providence),2
23790,AB,1.9,"('too', 'big')",14080,Violet (Providence),2
23791,AB,1.9,"('too', 'small')",14081,Violet (Providence),2
23792,AB,1.9,"('too', 'big')",14082,Violet (Providence),2
23793,AB,1.9,"('too', 'big')",14083,Violet (Providence),2
23794,AB,1.9,"('too', 'big')",14084,Violet (Providence),2
23795,AB,1.9,"('too', 'big')",14085,Violet (Providence),2
23796,AB,1.9,"('too', 'big')",14086,Violet (Providence),2
23797,AB,1.9,"('too', 'big')",14087,Violet (Providence),2
23798,AB,1.9,"('too', 'big')",14088,Violet (Providence),2
23799,AB,1.9,"('too', 'big')",14089,Violet (Providence),2
23800,AA,1.9,"('coming', 'coming')",14090,Violet (Providence),2
23801,AA,1.9,"('bag', 'bag')",14091,Violet (Providence),2
23802,AB,1.9,"('big', 'bag')",14092,Violet (Providence),2
23803,AB,1.9,"('too', 'big')",14093,Violet (Providence),2
23804,AB,1.9,"('too', 'big')",14094,Violet (Providence),2
23805,AB,1.9,"('too', 'big')",14095,Violet (Providence),2
23806,AB,1.9,"('too', 'big')",14096,Violet (Providence),2
23807,AB,1.9,"('too', 'big')",14097,Violet (Providence),2
23808,AB,1.9,"('too', 'big')",14098,Violet (Providence),2
23809,AB,1.9,"('too', 'big')",14099,Violet (Providence),2
23810,AB,1.9,"('too', 'big')",14100,Violet (Providence),2
23811,AB,1.9,"('too', 'big')",14101,Violet (Providence),2
23812,AB,1.9,"('too', 'big')",14102,Violet (Providence),2
23813,AB,1.9,"('too', 'big')",14103,Violet (Providence),2
23814,AB,1.9,"('too', 'big')",14104,Violet (Providence),2
23815,AB,1.9,"('too', 'big')",14105,Violet (Providence),2
23816,AB,1.9,"('too', 'big')",14106,Violet (Providence),2
23817,AB,1.9,"('Violet', 'sit')",14107,Violet (Providence),2
23818,AB,1.9,"('too', 'big')",14108,Violet (Providence),2
23819,AB,1.9,"('too', 'big')",14109,Violet (Providence),2
23820,AA,1.9,"('beep', 'beep')",14110,Violet (Providence),2
23821,AA,1.9,"('beep', 'beep')",14111,Violet (Providence),2
23822,AB,1.9,"('too', 'big')",14112,Violet (Providence),2
23823,AB,1.9,"('too', 'small')",14113,Violet (Providence),2
23824,AB,1.9,"('too', 'big')",14114,Violet (Providence),2
23825,AA,1.9,"('beep', 'beep')",14115,Violet (Providence),2
23826,AA,1.9,"('beep', 'beep')",14116,Violet (Providence),2
23827,AB,1.9,"('too', 'big')",14117,Violet (Providence),2
23828,AA,1.9,"('beep', 'beep')",14118,Violet (Providence),2
23829,AA,1.9,"('piggy', 'piggy')",14119,Violet (Providence),2
23830,AB,1.9,"('piggy', 'pi')",14120,Violet (Providence),2
23831,AA,1.9,"('baby', 'baby')",14121,Violet (Providence),2
23832,AA,1.9,"('pee', 'pee')",14122,Violet (Providence),2
23833,AB,1.9,"('too', 'big')",14123,Violet (Providence),2
23834,AB,1.9,"('too', 'big')",14124,Violet (Providence),2
23835,AB,1.9,"('too', 'small')",14125,Violet (Providence),2
23836,AB,1.9,"('too', 'big')",14126,Violet (Providence),2
23837,AB,1.9,"('too', 'big')",14127,Violet (Providence),2
23838,AB,1.9,"('too', 'big')",14128,Violet (Providence),2
23839,AB,1.9,"('too', 'big')",14129,Violet (Providence),2
23840,AA,1.9,"('puppy', 'puppy')",14130,Violet (Providence),2
23841,AA,1.9,"('beep', 'beep')",14131,Violet (Providence),2
23842,AB,1.9,"('too', 'big')",14132,Violet (Providence),2
23843,AB,1.9,"('too', 'big')",14133,Violet (Providence),2
23844,AB,1.9,"('too', 'big')",14134,Violet (Providence),2
23845,AB,1.9,"('too', 'big')",14135,Violet (Providence),2
23846,AB,1.9,"('too', 'big')",14136,Violet (Providence),2
23847,AB,1.9,"('too', 'big')",14137,Violet (Providence),2
23848,AB,1.9,"('too', 'big')",14138,Violet (Providence),2
23849,AB,1.9,"('too', 'big')",14139,Violet (Providence),2
23850,AB,1.9,"('too', 'big')",14140,Violet (Providence),2
23851,AB,1.9,"('too', 'big')",14141,Violet (Providence),2
