,ngram,age,lookup_index,child,length
9775,"('PROPN', 'NOUN')",1.7,9195,Naima (Providence),2
9776,"('PRON', 'VERB')",1.7,9196,Naima (Providence),2
9777,"('PROPN', 'VERB')",1.7,9197,Naima (Providence),2
9778,"('PROPN', 'VERB')",1.7,9198,Naima (Providence),2
9779,"('NOUN', 'NOUN')",1.7,9199,Naima (Providence),2
9780,"('NOUN', 'NOUN')",1.7,9200,Naima (Providence),2
9781,"('NOUN', 'NOUN')",1.7,9201,Naima (Providence),2
9782,"('NOUN', 'NOUN')",1.7,9202,Naima (Providence),2
9783,"('NOUN', 'NOUN')",1.7,9203,Naima (Providence),2
9784,"('NOUN', 'NOUN')",1.7,9204,Naima (Providence),2
9785,"('PROPN', 'ADJ')",1.7,9205,Naima (Providence),2
9786,"('PROPN', 'VERB')",1.7,9206,Naima (Providence),2
9787,"('PROPN', 'PROPN')",1.7,9207,Naima (Providence),2
9788,"('INTJ', 'INTJ')",1.7,9208,Naima (Providence),2
9789,"('PROPN', 'NOUN')",1.7,9209,Naima (Providence),2
9790,"('NOUN', 'NOUN')",1.7,9210,Naima (Providence),2
9791,"('PROPN', 'NOUN')",1.7,9211,Naima (Providence),2
9792,"('ADJ', 'NOUN')",1.7,9212,Naima (Providence),2
9793,"('ADJ', 'NOUN')",1.7,9213,Naima (Providence),2
9794,"('NOUN', 'ADJ')",1.7,9214,Naima (Providence),2
9795,"('ADV', 'PROPN')",1.7,9215,Naima (Providence),2
9796,"('PROPN', 'NOUN')",1.7,9216,Naima (Providence),2
9797,"('PROPN', 'NOUN')",1.7,9217,Naima (Providence),2
9798,"('PROPN', 'NOUN')",1.7,9218,Naima (Providence),2
9799,"('INTJ', 'PROPN')",1.7,9219,Naima (Providence),2
9800,"('PROPN', 'NOUN')",1.7,9220,Naima (Providence),2
9801,"('NOUN', 'NOUN')",1.7,9221,Naima (Providence),2
9802,"('NOUN', 'NOUN')",1.7,9222,Naima (Providence),2
9803,"('NOUN', 'NOUN')",1.7,9223,Naima (Providence),2
9804,"('PROPN', 'PROPN')",1.7,9224,Naima (Providence),2
9805,"('VERB', 'NOUN')",1.7,9225,Naima (Providence),2
9806,"('NOUN', 'NOUN')",1.7,9226,Naima (Providence),2
9807,"('NOUN', 'NOUN')",1.7,9227,Naima (Providence),2
9808,"('NOUN', 'NOUN')",1.7,9228,Naima (Providence),2
9809,"('NOUN', 'NOUN')",1.7,9229,Naima (Providence),2
9810,"('PROPN', 'NOUN')",1.7,9230,Naima (Providence),2
9811,"('ADJ', 'NOUN')",1.7,9231,Naima (Providence),2
9812,"('PROPN', 'PROPN')",1.7,9232,Naima (Providence),2
9813,"('ADJ', 'NOUN')",1.7,9233,Naima (Providence),2
9814,"('ADJ', 'NOUN')",1.7,9234,Naima (Providence),2
9815,"('ADJ', 'NOUN')",1.7,9235,Naima (Providence),2
9816,"('DET', 'DET')",1.7,9236,Naima (Providence),2
9817,"('DET', 'DET')",1.7,9237,Naima (Providence),2
9818,"('PROPN', 'PROPN')",1.7,9238,Naima (Providence),2
9819,"('ADJ', 'PROPN')",1.7,9239,Naima (Providence),2
9820,"('ADJ', 'PROPN')",1.7,9240,Naima (Providence),2
9821,"('NOUN', 'NOUN')",1.7,9241,Naima (Providence),2
9822,"('DET', 'DET')",1.7,9242,Naima (Providence),2
9823,"('NOUN', 'NOUN')",1.7,9243,Naima (Providence),2
9824,"('INTJ', 'PROPN')",1.7,9244,Naima (Providence),2
9825,"('VERB', 'PROPN')",1.7,9245,Naima (Providence),2
9826,"('VERB', 'PROPN')",1.7,9246,Naima (Providence),2
9827,"('NOUN', 'NOUN')",1.7,9247,Naima (Providence),2
9828,"('NOUN', 'NOUN')",1.7,9248,Naima (Providence),2
9829,"('VERB', 'NOUN')",1.7,9249,Naima (Providence),2
9830,"('PROPN', 'PART')",1.7,9250,Naima (Providence),2
9831,"('PART', 'NOUN')",1.7,9250,Naima (Providence),2
9832,"('PROPN', 'PART', 'NOUN')",1.7,9250,Naima (Providence),3
9833,"('VERB', 'NOUN')",1.7,9251,Naima (Providence),2
9834,"('NOUN', 'NOUN')",1.7,9252,Naima (Providence),2
9835,"('NOUN', 'NOUN')",1.7,9253,Naima (Providence),2
9836,"('VERB', 'PRON')",1.7,9254,Naima (Providence),2
9837,"('NOUN', 'NOUN')",1.7,9255,Naima (Providence),2
9838,"('NOUN', 'NOUN')",1.7,9256,Naima (Providence),2
9839,"('PROPN', 'PROPN')",1.7,9257,Naima (Providence),2
9840,"('VERB', 'NOUN')",1.7,9258,Naima (Providence),2
9841,"('PROPN', 'VERB')",1.7,9259,Naima (Providence),2
9842,"('PROPN', 'PART')",1.7,9260,Naima (Providence),2
9843,"('PART', 'NOUN')",1.7,9260,Naima (Providence),2
9844,"('PROPN', 'PART', 'NOUN')",1.7,9260,Naima (Providence),3
9845,"('PROPN', 'PART')",1.7,9261,Naima (Providence),2
9846,"('PART', 'NOUN')",1.7,9261,Naima (Providence),2
9847,"('PROPN', 'PART', 'NOUN')",1.7,9261,Naima (Providence),3
9848,"('NOUN', 'NOUN')",1.7,9262,Naima (Providence),2
9849,"('DET', 'NOUN')",1.7,9263,Naima (Providence),2
9850,"('DET', 'NOUN')",1.7,9264,Naima (Providence),2
9851,"('DET', 'NOUN')",1.7,9265,Naima (Providence),2
9852,"('DET', 'NOUN')",1.7,9266,Naima (Providence),2
9853,"('PROPN', 'PROPN')",1.7,9267,Naima (Providence),2
9854,"('PROPN', 'VERB')",1.7,9268,Naima (Providence),2
9855,"('PROPN', 'VERB')",1.7,9269,Naima (Providence),2
9856,"('NOUN', 'NOUN')",1.7,9270,Naima (Providence),2
9857,"('NOUN', 'NOUN')",1.7,9271,Naima (Providence),2
9858,"('ADJ', 'NOUN')",1.7,9272,Naima (Providence),2
9859,"('ADJ', 'ADJ')",1.7,9273,Naima (Providence),2
9860,"('PROPN', 'ADJ')",1.7,9274,Naima (Providence),2
9861,"('PROPN', 'VERB')",1.7,9275,Naima (Providence),2
9862,"('NOUN', 'NOUN')",1.7,9276,Naima (Providence),2
9863,"('VERB', 'NOUN')",1.7,9277,Naima (Providence),2
9864,"('VERB', 'NOUN')",1.7,9278,Naima (Providence),2
9865,"('ADP', 'PROPN')",1.7,9279,Naima (Providence),2
9866,"('NOUN', 'NOUN')",1.7,9280,Naima (Providence),2
9867,"('NOUN', 'ADV')",1.7,9281,Naima (Providence),2
9868,"('NOUN', 'NOUN')",1.7,9282,Naima (Providence),2
9869,"('NOUN', 'NOUN')",1.7,9283,Naima (Providence),2
9870,"('ADJ', 'ADJ')",1.7,9284,Naima (Providence),2
9871,"('VERB', 'NOUN')",1.7,9285,Naima (Providence),2
9872,"('NOUN', 'NOUN')",1.7,9286,Naima (Providence),2
9873,"('NOUN', 'NOUN')",1.7,9287,Naima (Providence),2
9874,"('PROPN', 'PROPN')",1.7,9288,Naima (Providence),2
9875,"('NOUN', 'NOUN')",1.7,9289,Naima (Providence),2
9876,"('PROPN', 'NOUN')",1.7,9290,Naima (Providence),2
9877,"('PROPN', 'VERB')",1.7,9291,Naima (Providence),2
9878,"('PROPN', 'VERB')",1.7,9292,Naima (Providence),2
9879,"('PROPN', 'NOUN')",1.7,9293,Naima (Providence),2
9880,"('ADV', 'ADV')",1.7,9294,Naima (Providence),2
9881,"('ADP', 'ADV')",1.7,9295,Naima (Providence),2
9882,"('PROPN', 'PROPN')",1.7,9296,Naima (Providence),2
9883,"('PROPN', 'PROPN')",1.7,9297,Naima (Providence),2
9884,"('PRON', 'NOUN')",1.7,9298,Naima (Providence),2
9885,"('NOUN', 'PRON')",1.7,9299,Naima (Providence),2
9886,"('ADJ', 'NOUN')",1.7,9300,Naima (Providence),2
9887,"('VERB', 'NOUN')",1.7,9301,Naima (Providence),2
9888,"('NOUN', 'NOUN')",1.7,9302,Naima (Providence),2
9889,"('NOUN', 'NOUN')",1.7,9303,Naima (Providence),2
9890,"('NOUN', 'NOUN')",1.7,9304,Naima (Providence),2
9891,"('PROPN', 'VERB')",1.7,9305,Naima (Providence),2
9892,"('NOUN', 'NOUN')",1.7,9306,Naima (Providence),2
9893,"('NOUN', 'NOUN')",1.7,9307,Naima (Providence),2
9894,"('NOUN', 'NOUN')",1.7,9308,Naima (Providence),2
9895,"('VERB', 'VERB')",1.7,9309,Naima (Providence),2
9896,"('NOUN', 'ADV')",1.7,9310,Naima (Providence),2
9897,"('ADJ', 'NOUN')",1.7,9311,Naima (Providence),2
9898,"('ADJ', 'ADJ')",1.7,9312,Naima (Providence),2
9899,"('ADJ', 'NOUN')",1.7,9313,Naima (Providence),2
9900,"('PROPN', 'NOUN')",1.7,9314,Naima (Providence),2
9901,"('VERB', 'NOUN')",1.7,9315,Naima (Providence),2
9902,"('NOUN', 'VERB')",1.7,9316,Naima (Providence),2
9903,"('NOUN', 'NOUN')",1.7,9317,Naima (Providence),2
9904,"('PROPN', 'PROPN')",1.7,9318,Naima (Providence),2
9905,"('NOUN', 'NOUN')",1.7,9319,Naima (Providence),2
9906,"('ADJ', 'NOUN')",1.7,9320,Naima (Providence),2
9907,"('ADJ', 'NOUN')",1.7,9321,Naima (Providence),2
9908,"('NOUN', 'NOUN')",1.7,9322,Naima (Providence),2
9909,"('ADJ', 'ADJ')",1.7,9323,Naima (Providence),2
9910,"('ADJ', 'NOUN')",1.7,9324,Naima (Providence),2
9911,"('NOUN', 'NOUN')",1.7,9325,Naima (Providence),2
9912,"('PROPN', 'ADJ')",1.7,9326,Naima (Providence),2
9913,"('PROPN', 'PROPN')",1.7,9327,Naima (Providence),2
9914,"('ADJ', 'ADJ')",1.7,9328,Naima (Providence),2
9915,"('DET', 'DET')",1.7,9329,Naima (Providence),2
9916,"('NOUN', 'NOUN')",1.7,9330,Naima (Providence),2
9917,"('ADJ', 'ADJ')",1.7,9331,Naima (Providence),2
9918,"('ADJ', 'ADJ')",1.7,9332,Naima (Providence),2
9919,"('NOUN', 'NOUN')",1.7,9333,Naima (Providence),2
9920,"('NOUN', 'NOUN')",1.7,9334,Naima (Providence),2
9921,"('NOUN', 'NOUN')",1.7,9335,Naima (Providence),2
9922,"('NOUN', 'NOUN')",1.7,9336,Naima (Providence),2
9923,"('NOUN', 'VERB')",1.7,9337,Naima (Providence),2
9924,"('NOUN', 'NOUN')",1.7,9338,Naima (Providence),2
9925,"('NOUN', 'NOUN')",1.7,9339,Naima (Providence),2
9926,"('PROPN', 'NOUN')",1.7,9340,Naima (Providence),2
9927,"('NOUN', 'ADP')",1.7,9341,Naima (Providence),2
9928,"('PROPN', 'ADJ')",1.7,9342,Naima (Providence),2
9929,"('DET', 'NOUN')",1.7,9343,Naima (Providence),2
9930,"('DET', 'NOUN')",1.7,9344,Naima (Providence),2
9931,"('DET', 'NOUN')",1.7,9345,Naima (Providence),2
9932,"('PRON', 'AUX')",1.7,9346,Naima (Providence),2
9933,"('ADJ', 'ADJ')",1.7,9347,Naima (Providence),2
9934,"('DET', 'NOUN')",1.7,9348,Naima (Providence),2
9935,"('NOUN', 'NOUN')",1.7,9349,Naima (Providence),2
9936,"('PROPN', 'PROPN')",1.7,9350,Naima (Providence),2
9937,"('PROPN', 'NOUN')",1.7,9351,Naima (Providence),2
9938,"('DET', 'NOUN')",1.7,9352,Naima (Providence),2
9939,"('DET', 'NOUN')",1.7,9353,Naima (Providence),2
9940,"('DET', 'NOUN')",1.7,9354,Naima (Providence),2
9941,"('CCONJ', 'CCONJ')",1.7,9355,Naima (Providence),2
9942,"('ADJ', 'ADJ')",1.7,9356,Naima (Providence),2
9943,"('ADJ', 'ADJ')",1.7,9357,Naima (Providence),2
9944,"('NOUN', 'NOUN')",1.7,9358,Naima (Providence),2
9945,"('NOUN', 'ADV')",1.7,9359,Naima (Providence),2
9946,"('DET', 'NOUN')",1.7,9360,Naima (Providence),2
9947,"('ADJ', 'NOUN')",1.7,9361,Naima (Providence),2
9948,"('PROPN', 'PROPN')",1.7,9362,Naima (Providence),2
9949,"('NOUN', 'NOUN')",1.7,9363,Naima (Providence),2
9950,"('PROPN', 'PROPN')",1.7,9364,Naima (Providence),2
9951,"('PROPN', 'NOUN')",1.7,9365,Naima (Providence),2
9952,"('PROPN', 'PROPN')",1.7,9366,Naima (Providence),2
9953,"('VERB', 'PROPN')",1.7,9367,Naima (Providence),2
9954,"('VERB', 'PROPN')",1.7,9368,Naima (Providence),2
9955,"('VERB', 'PROPN')",1.7,9369,Naima (Providence),2
9956,"('PROPN', 'NOUN')",1.7,9370,Naima (Providence),2
9957,"('PROPN', 'PROPN')",1.7,9371,Naima (Providence),2
9958,"('INTJ', 'PROPN')",1.7,9372,Naima (Providence),2
9959,"('VERB', 'NOUN')",1.7,9373,Naima (Providence),2
9960,"('PROPN', 'PROPN')",1.7,9374,Naima (Providence),2
9961,"('ADJ', 'NOUN')",1.7,9375,Naima (Providence),2
9962,"('NOUN', 'NOUN')",1.7,9376,Naima (Providence),2
9963,"('VERB', 'VERB')",1.7,9377,Naima (Providence),2
9964,"('PROPN', 'PROPN')",1.7,9378,Naima (Providence),2
9965,"('X', 'X')",1.7,9379,Naima (Providence),2
9966,"('PROPN', 'NOUN')",1.7,9380,Naima (Providence),2
9967,"('VERB', 'NOUN')",1.7,9381,Naima (Providence),2
9968,"('NOUN', 'NOUN')",1.7,9382,Naima (Providence),2
9969,"('VERB', 'NOUN')",1.7,9383,Naima (Providence),2
9970,"('VERB', 'NOUN')",1.7,9384,Naima (Providence),2
9971,"('VERB', 'NOUN')",1.7,9385,Naima (Providence),2
9972,"('VERB', 'NOUN')",1.7,9386,Naima (Providence),2
9973,"('PROPN', 'PROPN')",1.7,9387,Naima (Providence),2
9974,"('ADP', 'NOUN')",1.7,9388,Naima (Providence),2
9975,"('PROPN', 'ADV')",1.7,9389,Naima (Providence),2
9976,"('ADJ', 'NOUN')",1.7,9390,Naima (Providence),2
9977,"('PROPN', 'PROPN')",1.7,9391,Naima (Providence),2
9978,"('NOUN', 'NOUN')",1.7,9392,Naima (Providence),2
9979,"('VERB', 'PRON')",1.7,9393,Naima (Providence),2
9980,"('ADJ', 'ADJ')",1.7,9394,Naima (Providence),2
9981,"('ADJ', 'ADJ')",1.7,9395,Naima (Providence),2
9982,"('PRON', 'AUX')",1.7,9396,Naima (Providence),2
9983,"('PROPN', 'PROPN')",1.7,9397,Naima (Providence),2
9984,"('VERB', 'PROPN')",1.7,9398,Naima (Providence),2
9985,"('PROPN', 'PROPN')",1.7,9399,Naima (Providence),2
9986,"('NOUN', 'NOUN')",1.7,9400,Naima (Providence),2
9987,"('PROPN', 'PROPN')",1.7,9401,Naima (Providence),2
9988,"('PROPN', 'PROPN')",1.7,9402,Naima (Providence),2
9989,"('PROPN', 'NOUN')",1.7,9403,Naima (Providence),2
9990,"('NOUN', 'NOUN')",1.7,9404,Naima (Providence),2
9991,"('VERB', 'PROPN')",1.7,9405,Naima (Providence),2
9992,"('NOUN', 'NOUN')",1.7,9406,Naima (Providence),2
9993,"('ADJ', 'ADJ')",1.7,9407,Naima (Providence),2
9994,"('NOUN', 'NOUN')",1.7,9408,Naima (Providence),2
9995,"('NOUN', 'PROPN')",1.7,9409,Naima (Providence),2
9996,"('NOUN', 'NOUN')",1.7,9410,Naima (Providence),2
9997,"('VERB', 'NOUN')",1.7,9411,Naima (Providence),2
9998,"('NOUN', 'NOUN')",1.7,9412,Naima (Providence),2
9999,"('ADJ', 'NOUN')",1.7,9413,Naima (Providence),2
10000,"('NOUN', 'NOUN')",1.7,9414,Naima (Providence),2
10001,"('ADJ', 'NOUN')",1.7,9415,Naima (Providence),2
10002,"('NOUN', 'NOUN')",1.7,9416,Naima (Providence),2
10003,"('PROPN', 'PROPN')",1.7,9417,Naima (Providence),2
10004,"('NOUN', 'NOUN')",1.7,9418,Naima (Providence),2
10005,"('ADJ', 'NOUN')",1.7,9419,Naima (Providence),2
10006,"('VERB', 'NOUN')",1.7,9420,Naima (Providence),2
10007,"('ADJ', 'ADJ')",1.7,9421,Naima (Providence),2
10008,"('NOUN', 'NOUN')",1.7,9422,Naima (Providence),2
10009,"('VERB', 'PROPN')",1.7,9423,Naima (Providence),2
10010,"('ADJ', 'NOUN')",1.7,9424,Naima (Providence),2
10011,"('PROPN', 'NOUN')",1.7,9425,Naima (Providence),2
10012,"('ADJ', 'NOUN')",1.7,9426,Naima (Providence),2
10013,"('ADJ', 'NOUN')",1.7,9427,Naima (Providence),2
10014,"('NOUN', 'VERB')",1.7,9428,Naima (Providence),2
10015,"('NOUN', 'NOUN')",1.7,9429,Naima (Providence),2
10016,"('VERB', 'NOUN')",1.7,9430,Naima (Providence),2
10017,"('PROPN', 'PART')",1.7,9431,Naima (Providence),2
10018,"('PART', 'NOUN')",1.7,9431,Naima (Providence),2
10019,"('PROPN', 'PART', 'NOUN')",1.7,9431,Naima (Providence),3
10020,"('PROPN', 'ADV')",1.7,9432,Naima (Providence),2
10021,"('PROPN', 'ADV')",1.7,9433,Naima (Providence),2
10022,"('PROPN', 'NOUN')",1.7,9434,Naima (Providence),2
10023,"('NOUN', 'NOUN')",1.7,9435,Naima (Providence),2
10024,"('VERB', 'ADV')",1.7,9436,Naima (Providence),2
10025,"('VERB', 'ADV')",1.7,9437,Naima (Providence),2
10026,"('PROPN', 'NOUN')",1.7,9438,Naima (Providence),2
10027,"('ADV', 'ADV')",1.7,9439,Naima (Providence),2
10028,"('ADJ', 'NOUN')",1.7,9440,Naima (Providence),2
10029,"('NOUN', 'NOUN')",1.7,9441,Naima (Providence),2
10030,"('VERB', 'NOUN')",1.7,9442,Naima (Providence),2
10031,"('PROPN', 'PROPN')",1.7,9443,Naima (Providence),2
10032,"('PROPN', 'PROPN')",1.7,9444,Naima (Providence),2
10033,"('INTJ', 'PROPN')",1.7,9445,Naima (Providence),2
10034,"('PROPN', 'ADJ')",1.7,9446,Naima (Providence),2
10035,"('PROPN', 'NOUN')",1.7,9447,Naima (Providence),2
10036,"('ADP', 'NOUN')",1.7,9448,Naima (Providence),2
10037,"('PRON', 'AUX')",1.7,9449,Naima (Providence),2
10038,"('PRON', 'AUX')",1.7,9450,Naima (Providence),2
10039,"('ADJ', 'NOUN')",1.7,9451,Naima (Providence),2
10040,"('PROPN', 'NOUN')",1.7,9452,Naima (Providence),2
10041,"('ADJ', 'NOUN')",1.7,9453,Naima (Providence),2
10042,"('PROPN', 'PROPN')",1.7,9454,Naima (Providence),2
10043,"('ADJ', 'NOUN')",1.7,9455,Naima (Providence),2
10044,"('DET', 'NOUN')",1.7,9456,Naima (Providence),2
10045,"('VERB', 'ADV')",1.7,9457,Naima (Providence),2
10046,"('NOUN', 'NOUN')",1.7,9458,Naima (Providence),2
10047,"('PROPN', 'VERB')",1.7,9459,Naima (Providence),2
10048,"('ADJ', 'NOUN')",1.7,9460,Naima (Providence),2
10049,"('NOUN', 'NOUN')",1.7,9461,Naima (Providence),2
10050,"('ADJ', 'NOUN')",1.7,9462,Naima (Providence),2
10051,"('PROPN', 'PROPN')",1.7,9463,Naima (Providence),2
10052,"('VERB', 'PROPN')",1.7,9464,Naima (Providence),2
10053,"('NOUN', 'NOUN')",1.7,9465,Naima (Providence),2
10054,"('PRON', 'AUX')",1.7,9466,Naima (Providence),2
10055,"('AUX', 'DET')",1.7,9466,Naima (Providence),2
10056,"('PRON', 'AUX', 'DET')",1.7,9466,Naima (Providence),3
10057,"('PRON', 'AUX')",1.7,9467,Naima (Providence),2
10058,"('NOUN', 'ADP')",1.7,9468,Naima (Providence),2
10059,"('ADJ', 'NOUN')",1.7,9469,Naima (Providence),2
10060,"('ADP', 'NOUN')",1.7,9470,Naima (Providence),2
10061,"('ADJ', 'NOUN')",1.7,9471,Naima (Providence),2
10062,"('ADJ', 'NOUN')",1.7,9472,Naima (Providence),2
10063,"('ADV', 'ADJ')",1.7,9473,Naima (Providence),2
10064,"('ADV', 'ADJ')",1.7,9474,Naima (Providence),2
10065,"('PROPN', 'PROPN')",1.7,9475,Naima (Providence),2
10066,"('NOUN', 'NOUN')",1.7,9476,Naima (Providence),2
10067,"('VERB', 'ADV')",1.7,9477,Naima (Providence),2
10068,"('INTJ', 'NOUN')",1.7,9478,Naima (Providence),2
10069,"('PRON', 'AUX')",1.7,9479,Naima (Providence),2
10070,"('DET', 'NOUN')",1.7,9480,Naima (Providence),2
10071,"('PRON', 'AUX')",1.7,9481,Naima (Providence),2
10072,"('NOUN', 'NOUN')",1.7,9482,Naima (Providence),2
10073,"('VERB', 'PROPN')",1.7,9483,Naima (Providence),2
10074,"('ADJ', 'ADJ')",1.7,9484,Naima (Providence),2
10075,"('ADP', 'PROPN')",1.7,9485,Naima (Providence),2
10076,"('VERB', 'DET')",1.7,9486,Naima (Providence),2
10077,"('DET', 'NOUN')",1.7,9486,Naima (Providence),2
10078,"('VERB', 'DET', 'NOUN')",1.7,9486,Naima (Providence),3
10079,"('NOUN', 'ADJ')",1.7,9487,Naima (Providence),2
10080,"('ADJ', 'NUM')",1.7,9487,Naima (Providence),2
10081,"('NOUN', 'ADJ', 'NUM')",1.7,9487,Naima (Providence),3
10082,"('VERB', 'PROPN')",1.7,9488,Naima (Providence),2
10083,"('PROPN', 'NOUN')",1.7,9488,Naima (Providence),2
10084,"('VERB', 'PROPN', 'NOUN')",1.7,9488,Naima (Providence),3
10085,"('NOUN', 'PROPN')",1.7,9489,Naima (Providence),2
10086,"('PROPN', 'PROPN')",1.7,9489,Naima (Providence),2
10087,"('NOUN', 'PROPN', 'PROPN')",1.7,9489,Naima (Providence),3
10088,"('PRON', 'NOUN')",1.7,9490,Naima (Providence),2
10089,"('NOUN', 'NOUN')",1.7,9490,Naima (Providence),2
10090,"('PRON', 'NOUN', 'NOUN')",1.7,9490,Naima (Providence),3
10091,"('NOUN', 'NOUN')",1.7,9491,Naima (Providence),2
10092,"('NOUN', 'NOUN')",1.7,9491,Naima (Providence),2
10093,"('NOUN', 'NOUN', 'NOUN')",1.7,9491,Naima (Providence),3
10094,"('X', 'X')",1.7,9492,Naima (Providence),2
10095,"('X', 'X')",1.7,9492,Naima (Providence),2
10096,"('X', 'X', 'X')",1.7,9492,Naima (Providence),3
10097,"('NOUN', 'NOUN')",1.7,9493,Naima (Providence),2
10098,"('NOUN', 'NOUN')",1.7,9493,Naima (Providence),2
10099,"('NOUN', 'NOUN', 'NOUN')",1.7,9493,Naima (Providence),3
10100,"('PROPN', 'PART')",1.7,9494,Naima (Providence),2
10101,"('PART', 'NOUN')",1.7,9494,Naima (Providence),2
10102,"('NOUN', 'PROPN')",1.7,9494,Naima (Providence),2
10103,"('PROPN', 'PART', 'NOUN')",1.7,9494,Naima (Providence),3
10104,"('PART', 'NOUN', 'PROPN')",1.7,9494,Naima (Providence),3
10105,"('PROPN', 'PART', 'NOUN', 'PROPN')",1.7,9494,Naima (Providence),4
10106,"('PROPN', 'VERB')",1.7,9495,Naima (Providence),2
10107,"('VERB', 'PROPN')",1.7,9495,Naima (Providence),2
10108,"('PROPN', 'VERB', 'PROPN')",1.7,9495,Naima (Providence),3
10109,"('VERB', 'NOUN')",1.7,9496,Naima (Providence),2
10110,"('NOUN', 'NOUN')",1.7,9496,Naima (Providence),2
10111,"('VERB', 'NOUN', 'NOUN')",1.7,9496,Naima (Providence),3
10112,"('ADP', 'DET')",1.7,9497,Naima (Providence),2
10113,"('DET', 'NOUN')",1.7,9497,Naima (Providence),2
10114,"('ADP', 'DET', 'NOUN')",1.7,9497,Naima (Providence),3
10115,"('ADP', 'DET')",1.7,9498,Naima (Providence),2
10116,"('DET', 'NOUN')",1.7,9498,Naima (Providence),2
10117,"('ADP', 'DET', 'NOUN')",1.7,9498,Naima (Providence),3
10118,"('VERB', 'DET')",1.7,9499,Naima (Providence),2
10119,"('DET', 'NOUN')",1.7,9499,Naima (Providence),2
10120,"('VERB', 'DET', 'NOUN')",1.7,9499,Naima (Providence),3
10121,"('VERB', 'PROPN')",1.7,9500,Naima (Providence),2
10122,"('PROPN', 'NOUN')",1.7,9500,Naima (Providence),2
10123,"('VERB', 'PROPN', 'NOUN')",1.7,9500,Naima (Providence),3
10124,"('VERB', 'DET')",1.7,9501,Naima (Providence),2
10125,"('DET', 'PROPN')",1.7,9501,Naima (Providence),2
10126,"('VERB', 'DET', 'PROPN')",1.7,9501,Naima (Providence),3
10127,"('NOUN', 'NOUN')",1.7,9502,Naima (Providence),2
10128,"('NOUN', 'NOUN')",1.7,9502,Naima (Providence),2
10129,"('NOUN', 'NOUN', 'NOUN')",1.7,9502,Naima (Providence),3
10130,"('VERB', 'PROPN')",1.7,9503,Naima (Providence),2
10131,"('PROPN', 'PROPN')",1.7,9503,Naima (Providence),2
10132,"('VERB', 'PROPN', 'PROPN')",1.7,9503,Naima (Providence),3
10133,"('VERB', 'ADJ')",1.7,9504,Naima (Providence),2
10134,"('ADJ', 'NOUN')",1.7,9504,Naima (Providence),2
10135,"('VERB', 'ADJ', 'NOUN')",1.7,9504,Naima (Providence),3
10136,"('NOUN', 'ADP')",1.7,9505,Naima (Providence),2
10137,"('ADP', 'NOUN')",1.7,9505,Naima (Providence),2
10138,"('NOUN', 'ADP', 'NOUN')",1.7,9505,Naima (Providence),3
10139,"('NOUN', 'NOUN')",1.7,9506,Naima (Providence),2
10140,"('NOUN', 'NOUN')",1.7,9506,Naima (Providence),2
10141,"('NOUN', 'NOUN', 'NOUN')",1.7,9506,Naima (Providence),3
10142,"('VERB', 'PROPN')",1.7,9507,Naima (Providence),2
10143,"('PROPN', 'NOUN')",1.7,9507,Naima (Providence),2
10144,"('VERB', 'PROPN', 'NOUN')",1.7,9507,Naima (Providence),3
10145,"('VERB', 'PROPN')",1.7,9508,Naima (Providence),2
10146,"('PROPN', 'NOUN')",1.7,9508,Naima (Providence),2
10147,"('VERB', 'PROPN', 'NOUN')",1.7,9508,Naima (Providence),3
10148,"('NOUN', 'NOUN')",1.7,9509,Naima (Providence),2
10149,"('NOUN', 'NOUN')",1.7,9509,Naima (Providence),2
10150,"('NOUN', 'NOUN', 'NOUN')",1.7,9509,Naima (Providence),3
10151,"('NOUN', 'NOUN')",1.7,9510,Naima (Providence),2
10152,"('NOUN', 'NOUN')",1.7,9510,Naima (Providence),2
10153,"('NOUN', 'NOUN', 'NOUN')",1.7,9510,Naima (Providence),3
10154,"('VERB', 'NOUN')",1.7,9511,Naima (Providence),2
10155,"('NOUN', 'NOUN')",1.7,9511,Naima (Providence),2
10156,"('VERB', 'NOUN', 'NOUN')",1.7,9511,Naima (Providence),3
10157,"('NOUN', 'NOUN')",1.7,9512,Naima (Providence),2
10158,"('NOUN', 'NOUN')",1.7,9512,Naima (Providence),2
10159,"('NOUN', 'NOUN', 'NOUN')",1.7,9512,Naima (Providence),3
10160,"('NOUN', 'NOUN')",1.7,9513,Naima (Providence),2
10161,"('NOUN', 'NOUN')",1.7,9513,Naima (Providence),2
10162,"('NOUN', 'NOUN', 'NOUN')",1.7,9513,Naima (Providence),3
10163,"('NOUN', 'NOUN')",1.7,9514,Naima (Providence),2
10164,"('NOUN', 'NOUN')",1.7,9514,Naima (Providence),2
10165,"('NOUN', 'NOUN', 'NOUN')",1.7,9514,Naima (Providence),3
10166,"('VERB', 'PROPN')",1.7,9515,Naima (Providence),2
10167,"('PROPN', 'NOUN')",1.7,9515,Naima (Providence),2
10168,"('VERB', 'PROPN', 'NOUN')",1.7,9515,Naima (Providence),3
10169,"('PROPN', 'NOUN')",1.7,9516,Naima (Providence),2
10170,"('NOUN', 'ADJ')",1.7,9516,Naima (Providence),2
10171,"('PROPN', 'NOUN', 'ADJ')",1.7,9516,Naima (Providence),3
10172,"('VERB', 'NOUN')",1.7,9517,Naima (Providence),2
10173,"('NOUN', 'VERB')",1.7,9517,Naima (Providence),2
