,ngram,age,lookup_index,child,length
8109,"('NOUN', 'PROPN')",1.6,8195,Naima (Providence),2
8110,"('PROPN', 'PROPN')",1.6,8195,Naima (Providence),2
8111,"('NOUN', 'PROPN', 'PROPN')",1.6,8195,Naima (Providence),3
8112,"('VERB', 'DET')",1.6,8196,Naima (Providence),2
8113,"('DET', 'NOUN')",1.6,8196,Naima (Providence),2
8114,"('VERB', 'DET', 'NOUN')",1.6,8196,Naima (Providence),3
8115,"('VERB', 'DET')",1.6,8197,Naima (Providence),2
8116,"('DET', 'NOUN')",1.6,8197,Naima (Providence),2
8117,"('VERB', 'DET', 'NOUN')",1.6,8197,Naima (Providence),3
8118,"('NOUN', 'NOUN')",1.6,8198,Naima (Providence),2
8119,"('NOUN', 'NOUN')",1.6,8198,Naima (Providence),2
8120,"('NOUN', 'NOUN', 'NOUN')",1.6,8198,Naima (Providence),3
8121,"('PRON', 'AUX')",1.6,8199,Naima (Providence),2
8122,"('AUX', 'PART')",1.6,8199,Naima (Providence),2
8123,"('PART', 'VERB')",1.6,8199,Naima (Providence),2
8124,"('PRON', 'AUX', 'PART')",1.6,8199,Naima (Providence),3
8125,"('AUX', 'PART', 'VERB')",1.6,8199,Naima (Providence),3
8126,"('PRON', 'AUX', 'PART', 'VERB')",1.6,8199,Naima (Providence),4
8127,"('ADJ', 'PROPN')",1.6,8200,Naima (Providence),2
8128,"('PROPN', 'ADJ')",1.6,8200,Naima (Providence),2
8129,"('ADJ', 'PROPN', 'ADJ')",1.6,8200,Naima (Providence),3
8130,"('ADJ', 'PROPN')",1.6,8201,Naima (Providence),2
8131,"('PROPN', 'ADJ')",1.6,8201,Naima (Providence),2
8132,"('ADJ', 'PROPN', 'ADJ')",1.6,8201,Naima (Providence),3
8133,"('ADJ', 'PROPN')",1.6,8202,Naima (Providence),2
8134,"('PROPN', 'ADJ')",1.6,8202,Naima (Providence),2
8135,"('ADJ', 'PROPN', 'ADJ')",1.6,8202,Naima (Providence),3
8136,"('PROPN', 'ADV')",1.6,8203,Naima (Providence),2
8137,"('ADV', 'ADJ')",1.6,8203,Naima (Providence),2
8138,"('PROPN', 'ADV', 'ADJ')",1.6,8203,Naima (Providence),3
8139,"('ADJ', 'PROPN')",1.6,8204,Naima (Providence),2
8140,"('PROPN', 'ADJ')",1.6,8204,Naima (Providence),2
8141,"('ADJ', 'PROPN', 'ADJ')",1.6,8204,Naima (Providence),3
8142,"('PROPN', 'ADV')",1.6,8205,Naima (Providence),2
8143,"('ADV', 'ADJ')",1.6,8205,Naima (Providence),2
8144,"('PROPN', 'ADV', 'ADJ')",1.6,8205,Naima (Providence),3
8145,"('PROPN', 'PROPN')",1.6,8206,Naima (Providence),2
8146,"('PROPN', 'PROPN')",1.6,8206,Naima (Providence),2
8147,"('PROPN', 'PROPN', 'PROPN')",1.6,8206,Naima (Providence),3
8148,"('NOUN', 'NOUN')",1.6,8207,Naima (Providence),2
8149,"('NOUN', 'NOUN')",1.6,8207,Naima (Providence),2
8150,"('NOUN', 'NOUN', 'NOUN')",1.6,8207,Naima (Providence),3
8151,"('ADJ', 'ADJ')",1.6,8208,Naima (Providence),2
8152,"('ADJ', 'NOUN')",1.6,8208,Naima (Providence),2
8153,"('ADJ', 'ADJ', 'NOUN')",1.6,8208,Naima (Providence),3
8154,"('NOUN', 'NOUN')",1.6,8209,Naima (Providence),2
8155,"('NOUN', 'NOUN')",1.6,8209,Naima (Providence),2
8156,"('NOUN', 'NOUN', 'NOUN')",1.6,8209,Naima (Providence),3
8157,"('PROPN', 'PROPN')",1.6,8210,Naima (Providence),2
8158,"('PROPN', 'PROPN')",1.6,8210,Naima (Providence),2
8159,"('PROPN', 'PROPN', 'PROPN')",1.6,8210,Naima (Providence),3
8160,"('PROPN', 'ADJ')",1.6,8211,Naima (Providence),2
8161,"('ADJ', 'NUM')",1.6,8211,Naima (Providence),2
8162,"('PROPN', 'ADJ', 'NUM')",1.6,8211,Naima (Providence),3
8163,"('ADJ', 'ADJ')",1.6,8212,Naima (Providence),2
8164,"('ADJ', 'NOUN')",1.6,8212,Naima (Providence),2
8165,"('ADJ', 'ADJ', 'NOUN')",1.6,8212,Naima (Providence),3
8166,"('ADJ', 'ADJ')",1.6,8213,Naima (Providence),2
8167,"('ADJ', 'ADJ')",1.6,8213,Naima (Providence),2
8168,"('ADJ', 'ADJ', 'ADJ')",1.6,8213,Naima (Providence),3
8169,"('PROPN', 'PROPN')",1.6,8214,Naima (Providence),2
8170,"('PROPN', 'PROPN')",1.6,8214,Naima (Providence),2
8171,"('PROPN', 'PROPN', 'PROPN')",1.6,8214,Naima (Providence),3
8172,"('PROPN', 'PROPN')",1.6,8215,Naima (Providence),2
8173,"('PROPN', 'NOUN')",1.6,8215,Naima (Providence),2
8174,"('PROPN', 'PROPN', 'NOUN')",1.6,8215,Naima (Providence),3
8175,"('NOUN', 'PROPN')",1.6,8216,Naima (Providence),2
8176,"('PROPN', 'PROPN')",1.6,8216,Naima (Providence),2
8177,"('NOUN', 'PROPN', 'PROPN')",1.6,8216,Naima (Providence),3
8178,"('PROPN', 'PROPN')",1.6,8217,Naima (Providence),2
8179,"('PROPN', 'PROPN')",1.6,8217,Naima (Providence),2
8180,"('PROPN', 'PROPN', 'PROPN')",1.6,8217,Naima (Providence),3
8181,"('PROPN', 'PROPN')",1.6,8218,Naima (Providence),2
8182,"('PROPN', 'PROPN')",1.6,8218,Naima (Providence),2
8183,"('PROPN', 'PROPN', 'PROPN')",1.6,8218,Naima (Providence),3
8184,"('NOUN', 'ADJ')",1.6,8219,Naima (Providence),2
8185,"('ADJ', 'NOUN')",1.6,8219,Naima (Providence),2
8186,"('NOUN', 'ADJ', 'NOUN')",1.6,8219,Naima (Providence),3
8187,"('NOUN', 'NOUN')",1.6,8220,Naima (Providence),2
8188,"('NOUN', 'VERB')",1.6,8220,Naima (Providence),2
8189,"('NOUN', 'NOUN', 'VERB')",1.6,8220,Naima (Providence),3
8190,"('NOUN', 'NOUN')",1.6,8221,Naima (Providence),2
8191,"('NOUN', 'NOUN')",1.6,8221,Naima (Providence),2
8192,"('NOUN', 'NOUN', 'NOUN')",1.6,8221,Naima (Providence),3
8193,"('NOUN', 'NOUN')",1.6,8222,Naima (Providence),2
8194,"('NOUN', 'NOUN')",1.6,8222,Naima (Providence),2
8195,"('NOUN', 'NOUN', 'NOUN')",1.6,8222,Naima (Providence),3
8196,"('ADJ', 'ADJ')",1.6,8223,Naima (Providence),2
8197,"('ADJ', 'NOUN')",1.6,8223,Naima (Providence),2
8198,"('ADJ', 'ADJ', 'NOUN')",1.6,8223,Naima (Providence),3
8199,"('PROPN', 'PROPN')",1.6,8224,Naima (Providence),2
8200,"('PROPN', 'PROPN')",1.6,8224,Naima (Providence),2
8201,"('PROPN', 'PROPN', 'PROPN')",1.6,8224,Naima (Providence),3
8202,"('NOUN', 'NOUN')",1.6,8225,Naima (Providence),2
8203,"('NOUN', 'NOUN')",1.6,8225,Naima (Providence),2
8204,"('NOUN', 'NOUN', 'NOUN')",1.6,8225,Naima (Providence),3
8205,"('NOUN', 'NOUN')",1.6,8226,Naima (Providence),2
8206,"('NOUN', 'NOUN')",1.6,8226,Naima (Providence),2
8207,"('NOUN', 'NOUN', 'NOUN')",1.6,8226,Naima (Providence),3
8208,"('NOUN', 'PROPN')",1.6,8227,Naima (Providence),2
8209,"('PROPN', 'PROPN')",1.6,8227,Naima (Providence),2
8210,"('NOUN', 'PROPN', 'PROPN')",1.6,8227,Naima (Providence),3
8211,"('NOUN', 'PROPN')",1.6,8228,Naima (Providence),2
8212,"('PROPN', 'PROPN')",1.6,8228,Naima (Providence),2
8213,"('NOUN', 'PROPN', 'PROPN')",1.6,8228,Naima (Providence),3
8214,"('X', 'X')",1.6,8229,Naima (Providence),2
8215,"('X', 'X')",1.6,8229,Naima (Providence),2
8216,"('X', 'X', 'X')",1.6,8229,Naima (Providence),3
8217,"('ADJ', 'NOUN')",1.6,8230,Naima (Providence),2
8218,"('NOUN', 'PROPN')",1.6,8230,Naima (Providence),2
8219,"('ADJ', 'NOUN', 'PROPN')",1.6,8230,Naima (Providence),3
8220,"('ADJ', 'ADJ')",1.6,8231,Naima (Providence),2
8221,"('ADJ', 'NOUN')",1.6,8231,Naima (Providence),2
8222,"('ADJ', 'ADJ', 'NOUN')",1.6,8231,Naima (Providence),3
8223,"('X', 'X')",1.6,8232,Naima (Providence),2
8224,"('X', 'X')",1.6,8232,Naima (Providence),2
8225,"('X', 'X', 'X')",1.6,8232,Naima (Providence),3
8226,"('X', 'X')",1.6,8233,Naima (Providence),2
8227,"('X', 'X')",1.6,8233,Naima (Providence),2
8228,"('X', 'X', 'X')",1.6,8233,Naima (Providence),3
8229,"('X', 'X')",1.6,8234,Naima (Providence),2
8230,"('X', 'X')",1.6,8234,Naima (Providence),2
8231,"('X', 'X', 'X')",1.6,8234,Naima (Providence),3
8232,"('X', 'X')",1.6,8235,Naima (Providence),2
8233,"('X', 'X')",1.6,8235,Naima (Providence),2
8234,"('X', 'X', 'X')",1.6,8235,Naima (Providence),3
8235,"('VERB', 'PROPN')",1.6,8236,Naima (Providence),2
8236,"('PROPN', 'PROPN')",1.6,8236,Naima (Providence),2
8237,"('VERB', 'PROPN', 'PROPN')",1.6,8236,Naima (Providence),3
8238,"('PROPN', 'DET')",1.6,8237,Naima (Providence),2
8239,"('DET', 'NOUN')",1.6,8237,Naima (Providence),2
8240,"('PROPN', 'DET', 'NOUN')",1.6,8237,Naima (Providence),3
8241,"('X', 'X')",1.6,8238,Naima (Providence),2
8242,"('X', 'X')",1.6,8238,Naima (Providence),2
8243,"('X', 'X', 'X')",1.6,8238,Naima (Providence),3
8244,"('NOUN', 'ADJ')",1.6,8239,Naima (Providence),2
8245,"('ADJ', 'NOUN')",1.6,8239,Naima (Providence),2
8246,"('NOUN', 'ADJ', 'NOUN')",1.6,8239,Naima (Providence),3
8247,"('NOUN', 'DET')",1.6,8240,Naima (Providence),2
8248,"('DET', 'NOUN')",1.6,8240,Naima (Providence),2
8249,"('NOUN', 'DET', 'NOUN')",1.6,8240,Naima (Providence),3
8250,"('NOUN', 'NOUN')",1.6,8241,Naima (Providence),2
8251,"('NOUN', 'NOUN')",1.6,8241,Naima (Providence),2
8252,"('NOUN', 'NOUN', 'NOUN')",1.6,8241,Naima (Providence),3
8253,"('NOUN', 'ADP')",1.6,8242,Naima (Providence),2
8254,"('ADP', 'PROPN')",1.6,8242,Naima (Providence),2
8255,"('NOUN', 'ADP', 'PROPN')",1.6,8242,Naima (Providence),3
8256,"('NOUN', 'NOUN')",1.6,8243,Naima (Providence),2
8257,"('NOUN', 'NOUN')",1.6,8243,Naima (Providence),2
8258,"('NOUN', 'NOUN', 'NOUN')",1.6,8243,Naima (Providence),3
8259,"('NOUN', 'NOUN')",1.6,8244,Naima (Providence),2
8260,"('NOUN', 'NOUN')",1.6,8244,Naima (Providence),2
8261,"('NOUN', 'NOUN', 'NOUN')",1.6,8244,Naima (Providence),3
8262,"('ADV', 'PROPN')",1.6,8245,Naima (Providence),2
8263,"('PROPN', 'ADV')",1.6,8245,Naima (Providence),2
8264,"('ADV', 'PROPN', 'ADV')",1.6,8245,Naima (Providence),3
8265,"('VERB', 'NOUN')",1.6,8246,Naima (Providence),2
8266,"('NOUN', 'PROPN')",1.6,8246,Naima (Providence),2
8267,"('VERB', 'NOUN', 'PROPN')",1.6,8246,Naima (Providence),3
8268,"('NOUN', 'ADJ')",1.6,8247,Naima (Providence),2
8269,"('ADJ', 'NOUN')",1.6,8247,Naima (Providence),2
8270,"('NOUN', 'ADJ', 'NOUN')",1.6,8247,Naima (Providence),3
8271,"('ADV', 'PROPN')",1.6,8248,Naima (Providence),2
8272,"('PROPN', 'ADV')",1.6,8248,Naima (Providence),2
8273,"('ADV', 'PROPN', 'ADV')",1.6,8248,Naima (Providence),3
8274,"('ADV', 'PROPN')",1.6,8249,Naima (Providence),2
8275,"('PROPN', 'ADV')",1.6,8249,Naima (Providence),2
8276,"('ADV', 'PROPN', 'ADV')",1.6,8249,Naima (Providence),3
8277,"('PROPN', 'VERB')",1.6,8250,Naima (Providence),2
8278,"('VERB', 'PROPN')",1.6,8250,Naima (Providence),2
8279,"('PROPN', 'VERB', 'PROPN')",1.6,8250,Naima (Providence),3
8280,"('VERB', 'PROPN')",1.6,8251,Naima (Providence),2
8281,"('PROPN', 'NOUN')",1.6,8251,Naima (Providence),2
8282,"('VERB', 'PROPN', 'NOUN')",1.6,8251,Naima (Providence),3
8283,"('PROPN', 'PROPN')",1.6,8252,Naima (Providence),2
8284,"('PROPN', 'PROPN')",1.6,8252,Naima (Providence),2
8285,"('PROPN', 'PROPN', 'PROPN')",1.6,8252,Naima (Providence),3
8286,"('ADJ', 'ADJ')",1.6,8253,Naima (Providence),2
8287,"('ADJ', 'NOUN')",1.6,8253,Naima (Providence),2
8288,"('ADJ', 'ADJ', 'NOUN')",1.6,8253,Naima (Providence),3
8289,"('VERB', 'VERB')",1.6,8254,Naima (Providence),2
8290,"('VERB', 'PROPN')",1.6,8254,Naima (Providence),2
8291,"('VERB', 'VERB', 'PROPN')",1.6,8254,Naima (Providence),3
8292,"('PROPN', 'NUM')",1.6,8255,Naima (Providence),2
8293,"('NUM', 'NOUN')",1.6,8255,Naima (Providence),2
8294,"('PROPN', 'NUM', 'NOUN')",1.6,8255,Naima (Providence),3
8295,"('VERB', 'NOUN')",1.6,8256,Naima (Providence),2
8296,"('NOUN', 'NOUN')",1.6,8256,Naima (Providence),2
8297,"('VERB', 'NOUN', 'NOUN')",1.6,8256,Naima (Providence),3
8298,"('VERB', 'DET')",1.6,8257,Naima (Providence),2
8299,"('DET', 'NOUN')",1.6,8257,Naima (Providence),2
8300,"('VERB', 'DET', 'NOUN')",1.6,8257,Naima (Providence),3
8301,"('ADP', 'NOUN')",1.6,8258,Naima (Providence),2
8302,"('NOUN', 'PROPN')",1.6,8258,Naima (Providence),2
8303,"('ADP', 'NOUN', 'PROPN')",1.6,8258,Naima (Providence),3
8304,"('NOUN', 'NOUN')",1.6,8259,Naima (Providence),2
8305,"('NOUN', 'NOUN')",1.6,8259,Naima (Providence),2
8306,"('NOUN', 'NOUN', 'NOUN')",1.6,8259,Naima (Providence),3
8307,"('NOUN', 'NOUN')",1.6,8260,Naima (Providence),2
8308,"('NOUN', 'NOUN')",1.6,8260,Naima (Providence),2
8309,"('NOUN', 'NOUN', 'NOUN')",1.6,8260,Naima (Providence),3
8310,"('NOUN', 'NOUN')",1.6,8261,Naima (Providence),2
8311,"('NOUN', 'PROPN')",1.6,8261,Naima (Providence),2
8312,"('NOUN', 'NOUN', 'PROPN')",1.6,8261,Naima (Providence),3
8313,"('VERB', 'VERB')",1.6,8262,Naima (Providence),2
8314,"('VERB', 'VERB')",1.6,8262,Naima (Providence),2
8315,"('VERB', 'VERB', 'VERB')",1.6,8262,Naima (Providence),3
8316,"('ADV', 'ADV')",1.6,8263,Naima (Providence),2
8317,"('ADV', 'ADV')",1.6,8263,Naima (Providence),2
8318,"('ADV', 'ADV', 'ADV')",1.6,8263,Naima (Providence),3
8319,"('NOUN', 'ADV')",1.6,8264,Naima (Providence),2
8320,"('ADV', 'NOUN')",1.6,8264,Naima (Providence),2
8321,"('NOUN', 'ADV', 'NOUN')",1.6,8264,Naima (Providence),3
8322,"('ADP', 'PROPN')",1.6,8265,Naima (Providence),2
8323,"('PROPN', 'ADV')",1.6,8265,Naima (Providence),2
8324,"('ADP', 'PROPN', 'ADV')",1.6,8265,Naima (Providence),3
8325,"('ADP', 'PROPN')",1.6,8266,Naima (Providence),2
8326,"('PROPN', 'ADV')",1.6,8266,Naima (Providence),2
8327,"('ADP', 'PROPN', 'ADV')",1.6,8266,Naima (Providence),3
8328,"('PROPN', 'PROPN')",1.6,8267,Naima (Providence),2
8329,"('PROPN', 'PROPN')",1.6,8267,Naima (Providence),2
8330,"('PROPN', 'PROPN', 'PROPN')",1.6,8267,Naima (Providence),3
8331,"('ADJ', 'ADJ')",1.6,8268,Naima (Providence),2
8332,"('ADJ', 'NOUN')",1.6,8268,Naima (Providence),2
8333,"('ADJ', 'ADJ', 'NOUN')",1.6,8268,Naima (Providence),3
8334,"('NOUN', 'NOUN')",1.6,8269,Naima (Providence),2
8335,"('NOUN', 'NOUN')",1.6,8269,Naima (Providence),2
8336,"('NOUN', 'NOUN', 'NOUN')",1.6,8269,Naima (Providence),3
8337,"('ADJ', 'NOUN')",1.6,8270,Naima (Providence),2
8338,"('NOUN', 'ADJ')",1.6,8270,Naima (Providence),2
8339,"('ADJ', 'NOUN', 'ADJ')",1.6,8270,Naima (Providence),3
8340,"('ADJ', 'ADJ')",1.6,8271,Naima (Providence),2
8341,"('ADJ', 'NOUN')",1.6,8271,Naima (Providence),2
8342,"('ADJ', 'ADJ', 'NOUN')",1.6,8271,Naima (Providence),3
8343,"('ADP', 'PROPN')",1.6,8272,Naima (Providence),2
8344,"('PROPN', 'ADV')",1.6,8272,Naima (Providence),2
8345,"('ADP', 'PROPN', 'ADV')",1.6,8272,Naima (Providence),3
8346,"('NOUN', 'NOUN')",1.6,8273,Naima (Providence),2
8347,"('NOUN', 'PROPN')",1.6,8273,Naima (Providence),2
8348,"('NOUN', 'NOUN', 'PROPN')",1.6,8273,Naima (Providence),3
8349,"('PROPN', 'VERB')",1.6,8274,Naima (Providence),2
8350,"('VERB', 'PROPN')",1.6,8274,Naima (Providence),2
8351,"('PROPN', 'VERB', 'PROPN')",1.6,8274,Naima (Providence),3
8352,"('DET', 'ADJ')",1.6,8275,Naima (Providence),2
8353,"('ADJ', 'ADJ')",1.6,8275,Naima (Providence),2
8354,"('DET', 'ADJ', 'ADJ')",1.6,8275,Naima (Providence),3
8355,"('VERB', 'ADJ')",1.6,8276,Naima (Providence),2
8356,"('ADJ', 'NOUN')",1.6,8276,Naima (Providence),2
8357,"('VERB', 'ADJ', 'NOUN')",1.6,8276,Naima (Providence),3
8358,"('VERB', 'NOUN')",1.6,8277,Naima (Providence),2
8359,"('NOUN', 'ADJ')",1.6,8277,Naima (Providence),2
8360,"('VERB', 'NOUN', 'ADJ')",1.6,8277,Naima (Providence),3
8361,"('NOUN', 'NOUN')",1.6,8278,Naima (Providence),2
8362,"('NOUN', 'NOUN')",1.6,8278,Naima (Providence),2
8363,"('NOUN', 'NOUN', 'NOUN')",1.6,8278,Naima (Providence),3
8364,"('NOUN', 'PROPN')",1.6,8279,Naima (Providence),2
8365,"('PROPN', 'NOUN')",1.6,8279,Naima (Providence),2
8366,"('NOUN', 'PROPN', 'NOUN')",1.6,8279,Naima (Providence),3
8367,"('PROPN', 'PROPN')",1.6,8280,Naima (Providence),2
8368,"('PROPN', 'PROPN')",1.6,8280,Naima (Providence),2
8369,"('PROPN', 'PROPN', 'PROPN')",1.6,8280,Naima (Providence),3
8370,"('ADP', 'PROPN')",1.6,8281,Naima (Providence),2
8371,"('PROPN', 'ADV')",1.6,8281,Naima (Providence),2
8372,"('ADP', 'PROPN', 'ADV')",1.6,8281,Naima (Providence),3
8373,"('ADP', 'PROPN')",1.6,8282,Naima (Providence),2
8374,"('PROPN', 'ADV')",1.6,8282,Naima (Providence),2
8375,"('ADP', 'PROPN', 'ADV')",1.6,8282,Naima (Providence),3
8376,"('ADP', 'PROPN')",1.6,8283,Naima (Providence),2
8377,"('PROPN', 'ADV')",1.6,8283,Naima (Providence),2
8378,"('ADP', 'PROPN', 'ADV')",1.6,8283,Naima (Providence),3
8379,"('NUM', 'NUM')",1.6,8284,Naima (Providence),2
8380,"('NUM', 'NUM')",1.6,8284,Naima (Providence),2
8381,"('NUM', 'NUM', 'NUM')",1.6,8284,Naima (Providence),3
8382,"('VERB', 'NOUN')",1.6,8285,Naima (Providence),2
8383,"('NOUN', 'NOUN')",1.6,8285,Naima (Providence),2
8384,"('VERB', 'NOUN', 'NOUN')",1.6,8285,Naima (Providence),3
8385,"('ADJ', 'ADJ')",1.6,8286,Naima (Providence),2
8386,"('ADJ', 'ADJ')",1.6,8286,Naima (Providence),2
8387,"('ADJ', 'ADJ', 'ADJ')",1.6,8286,Naima (Providence),3
8388,"('NOUN', 'NOUN')",1.6,8287,Naima (Providence),2
8389,"('NOUN', 'NOUN')",1.6,8287,Naima (Providence),2
8390,"('NOUN', 'NOUN', 'NOUN')",1.6,8287,Naima (Providence),3
8391,"('ADP', 'ADP')",1.6,8288,Naima (Providence),2
8392,"('ADP', 'PROPN')",1.6,8288,Naima (Providence),2
8393,"('ADP', 'ADP', 'PROPN')",1.6,8288,Naima (Providence),3
8394,"('NOUN', 'PROPN')",1.6,8289,Naima (Providence),2
8395,"('PROPN', 'NOUN')",1.6,8289,Naima (Providence),2
8396,"('NOUN', 'PROPN', 'NOUN')",1.6,8289,Naima (Providence),3
8397,"('PROPN', 'ADJ')",1.6,8290,Naima (Providence),2
8398,"('ADJ', 'NOUN')",1.6,8290,Naima (Providence),2
8399,"('PROPN', 'ADJ', 'NOUN')",1.6,8290,Naima (Providence),3
8400,"('ADJ', 'NOUN')",1.6,8291,Naima (Providence),2
8401,"('NOUN', 'PROPN')",1.6,8291,Naima (Providence),2
8402,"('ADJ', 'NOUN', 'PROPN')",1.6,8291,Naima (Providence),3
8403,"('ADP', 'NOUN')",1.6,8292,Naima (Providence),2
8404,"('NOUN', 'ADV')",1.6,8292,Naima (Providence),2
8405,"('ADP', 'NOUN', 'ADV')",1.6,8292,Naima (Providence),3
8406,"('PROPN', 'ADP')",1.6,8293,Naima (Providence),2
8407,"('ADP', 'PROPN')",1.6,8293,Naima (Providence),2
8408,"('PROPN', 'ADP', 'PROPN')",1.6,8293,Naima (Providence),3
8409,"('PROPN', 'PROPN')",1.6,8294,Naima (Providence),2
8410,"('PROPN', 'NOUN')",1.6,8294,Naima (Providence),2
8411,"('PROPN', 'PROPN', 'NOUN')",1.6,8294,Naima (Providence),3
8412,"('PROPN', 'PROPN')",1.6,8295,Naima (Providence),2
8413,"('PROPN', 'ADJ')",1.6,8295,Naima (Providence),2
8414,"('PROPN', 'PROPN', 'ADJ')",1.6,8295,Naima (Providence),3
8415,"('NOUN', 'NOUN')",1.6,8296,Naima (Providence),2
8416,"('NOUN', 'NOUN')",1.6,8296,Naima (Providence),2
8417,"('NOUN', 'NOUN', 'NOUN')",1.6,8296,Naima (Providence),3
8418,"('PROPN', 'PROPN')",1.6,8297,Naima (Providence),2
8419,"('PROPN', 'PROPN')",1.6,8297,Naima (Providence),2
8420,"('PROPN', 'PROPN', 'PROPN')",1.6,8297,Naima (Providence),3
8421,"('NOUN', 'NOUN')",1.6,8298,Naima (Providence),2
8422,"('NOUN', 'NOUN')",1.6,8298,Naima (Providence),2
8423,"('NOUN', 'NOUN', 'NOUN')",1.6,8298,Naima (Providence),3
8424,"('ADJ', 'NOUN')",1.6,8299,Naima (Providence),2
8425,"('NOUN', 'NOUN')",1.6,8299,Naima (Providence),2
8426,"('ADJ', 'NOUN', 'NOUN')",1.6,8299,Naima (Providence),3
8427,"('NOUN', 'NOUN')",1.6,8300,Naima (Providence),2
8428,"('NOUN', 'NOUN')",1.6,8300,Naima (Providence),2
8429,"('NOUN', 'NOUN', 'NOUN')",1.6,8300,Naima (Providence),3
8430,"('ADJ', 'NOUN')",1.6,8301,Naima (Providence),2
8431,"('NOUN', 'PROPN')",1.6,8301,Naima (Providence),2
8432,"('ADJ', 'NOUN', 'PROPN')",1.6,8301,Naima (Providence),3
8433,"('ADJ', 'NOUN')",1.6,8302,Naima (Providence),2
8434,"('NOUN', 'PROPN')",1.6,8302,Naima (Providence),2
8435,"('ADJ', 'NOUN', 'PROPN')",1.6,8302,Naima (Providence),3
8436,"('ADV', 'ADV')",1.6,8303,Naima (Providence),2
8437,"('ADV', 'ADV')",1.6,8303,Naima (Providence),2
8438,"('ADV', 'ADV', 'ADV')",1.6,8303,Naima (Providence),3
8439,"('NOUN', 'NOUN')",1.6,8304,Naima (Providence),2
8440,"('NOUN', 'PROPN')",1.6,8304,Naima (Providence),2
8441,"('NOUN', 'NOUN', 'PROPN')",1.6,8304,Naima (Providence),3
8442,"('PROPN', 'NOUN')",1.6,8305,Naima (Providence),2
8443,"('NOUN', 'PROPN')",1.6,8305,Naima (Providence),2
8444,"('PROPN', 'NOUN', 'PROPN')",1.6,8305,Naima (Providence),3
8445,"('NOUN', 'NOUN')",1.6,8306,Naima (Providence),2
8446,"('NOUN', 'NOUN')",1.6,8306,Naima (Providence),2
8447,"('NOUN', 'NOUN', 'NOUN')",1.6,8306,Naima (Providence),3
8448,"('NOUN', 'PROPN')",1.6,8307,Naima (Providence),2
8449,"('PROPN', 'NOUN')",1.6,8307,Naima (Providence),2
8450,"('NOUN', 'PROPN', 'NOUN')",1.6,8307,Naima (Providence),3
8451,"('NOUN', 'PROPN')",1.6,8308,Naima (Providence),2
8452,"('PROPN', 'NOUN')",1.6,8308,Naima (Providence),2
8453,"('NOUN', 'PROPN', 'NOUN')",1.6,8308,Naima (Providence),3
8454,"('INTJ', 'INTJ')",1.6,8309,Naima (Providence),2
8455,"('INTJ', 'PROPN')",1.6,8309,Naima (Providence),2
8456,"('INTJ', 'INTJ', 'PROPN')",1.6,8309,Naima (Providence),3
8457,"('PROPN', 'NOUN')",1.6,8310,Naima (Providence),2
8458,"('NOUN', 'NOUN')",1.6,8310,Naima (Providence),2
8459,"('PROPN', 'NOUN', 'NOUN')",1.6,8310,Naima (Providence),3
8460,"('PROPN', 'PROPN')",1.6,8311,Naima (Providence),2
8461,"('PROPN', 'PROPN')",1.6,8311,Naima (Providence),2
8462,"('PROPN', 'PROPN', 'PROPN')",1.6,8311,Naima (Providence),3
8463,"('PROPN', 'PROPN')",1.6,8312,Naima (Providence),2
8464,"('PROPN', 'PROPN')",1.6,8312,Naima (Providence),2
8465,"('PROPN', 'PROPN', 'PROPN')",1.6,8312,Naima (Providence),3
8466,"('ADJ', 'ADJ')",1.6,8313,Naima (Providence),2
8467,"('ADJ', 'NOUN')",1.6,8313,Naima (Providence),2
8468,"('ADJ', 'ADJ', 'NOUN')",1.6,8313,Naima (Providence),3
8469,"('PROPN', 'NOUN')",1.6,8314,Naima (Providence),2
8470,"('NOUN', 'PROPN')",1.6,8314,Naima (Providence),2
8471,"('PROPN', 'NOUN', 'PROPN')",1.6,8314,Naima (Providence),3
8472,"('NOUN', 'ADJ')",1.6,8315,Naima (Providence),2
8473,"('ADJ', 'NOUN')",1.6,8315,Naima (Providence),2
8474,"('NOUN', 'ADJ', 'NOUN')",1.6,8315,Naima (Providence),3
8475,"('ADV', 'ADJ')",1.6,8316,Naima (Providence),2
8476,"('ADJ', 'PROPN')",1.6,8316,Naima (Providence),2
8477,"('ADV', 'ADJ', 'PROPN')",1.6,8316,Naima (Providence),3
8478,"('PROPN', 'PROPN')",1.6,8317,Naima (Providence),2
8479,"('PROPN', 'NOUN')",1.6,8317,Naima (Providence),2
8480,"('PROPN', 'PROPN', 'NOUN')",1.6,8317,Naima (Providence),3
8481,"('NOUN', 'NOUN')",1.6,8318,Naima (Providence),2
8482,"('NOUN', 'NOUN')",1.6,8318,Naima (Providence),2
8483,"('NOUN', 'NOUN', 'NOUN')",1.6,8318,Naima (Providence),3
8484,"('VERB', 'PROPN')",1.6,8319,Naima (Providence),2
8485,"('PROPN', 'NOUN')",1.6,8319,Naima (Providence),2
8486,"('VERB', 'PROPN', 'NOUN')",1.6,8319,Naima (Providence),3
8487,"('VERB', 'PROPN')",1.6,8320,Naima (Providence),2
8488,"('PROPN', 'VERB')",1.6,8320,Naima (Providence),2
8489,"('VERB', 'PROPN', 'VERB')",1.6,8320,Naima (Providence),3
8490,"('PROPN', 'PROPN')",1.6,8321,Naima (Providence),2
